NCESSchoolID,StateSchoolID,NCESDistrictID,StateDistrictID,LowGrade,HighGrade,SchoolName,District,CountyName,StreetAddress,City,State,ZIP,ZIP4-digit,Phone,LocaleCode,Locale,Charter,Magnet,TitleISchool,Title1SchoolWide,Students,Teachers,StudentTeacherRatio,FreeLunch,ReducedLunch
530771002635,1751,5307710,17001,0 KG,12,CASCADE PARENT PARTNERSHIP PROGRAM,SEATTLE PUBLIC SCHOOLS,KING COUNTY,2919 1ST AVENUE WEST,SEATTLE,WA,98119,2306.0,2067064270,11.0,City: Large,No,,No,,183.0,7.11,25.7,23.0,16.0
530375002881,4565,5303750,17411,0 KG,05,CASCADE RIDGE ELEMENTARY,ISSAQUAH SCHOOL DISTRICT,KING COUNTY,2020 TROSSACHS BLVD SE,SAMMAMISH,WA,98075,,4258375500,21.0,Suburb: Large,No,,No,,549.0,35.1,15.6,8.0,0.0
530802002354,4366,5308020,31201,0 KG,06,CASCADE VIEW ELEMENTARY,SNOHOMISH SCHOOL DISTRICT,SNOHOMISH COUNTY,2401 PARK AVENUE,SNOHOMISH,WA,98290,,3605637000,22.0,Suburb: Midsize,No,,Yes,No,441.0,27.92,15.8,103.0,20.0
530813002032,3226,5308130,17406,-1 PK,05,CASCADE VIEW ELEMENTARY,TUKWILA SCHOOL DISTRICT,KING COUNTY,13601 32ND AVENUE S,TUKWILA,WA,98168,,2069017700,21.0,Suburb: Large,No,,Yes,Yes,500.0,30.72,16.3,412.0,37.0
530804002980,5015,5308040,17410,0 KG,05,CASCADE VIEW ELEMENTARY SCHOOL,SNOQUALMIE VALLEY SCHOOL DISTRICT,KING COUNTY,34816 SE RIDGE STREET,SNOQUALMIE,WA,98065,,4258314100,31.0,Town: Fringe,No,,No,,700.0,36.86,19.0,32.0,3.0
530285003339,5207,5302850,37502,-1 PK,06,CASCADIA ELEMENTARY,FERNDALE SCHOOL DISTRICT,WHATCOM COUNTY,6175 CHURCH RD,FERNDALE,WA,98248,,3603832300,22.0,Suburb: Midsize,No,,Yes,Yes,493.0,30.22,16.3,232.0,40.0
530096000168,3268,5300960,4222,09,12,CASHMERE HIGH SCHOOL,CASHMERE SCHOOL DISTRICT,CHELAN COUNTY,329 TIGNER ROAD,CASHMERE,WA,98815,1249.0,5097822914,31.0,Town: Fringe,No,,Yes,Yes,485.0,23.72,20.4,171.0,43.0
530096000169,2315,5300960,4222,05,08,CASHMERE MIDDLE SCHOOL,CASHMERE SCHOOL DISTRICT,CHELAN COUNTY,300 TIGNER ROAD,CASHMERE,WA,98815,1250.0,5097822001,31.0,Town: Fringe,No,,Yes,Yes,476.0,25.16,18.9,201.0,56.0
530099000171,2762,5300990,8401,-1 PK,06,CASTLE ROCK ELEMENTARY,CASTLE ROCK SCHOOL DISTRICT,COWLITZ COUNTY,700 HUNTINGTON AVE S,CASTLE ROCK,WA,98611,,3605012910,31.0,Town: Fringe,No,,Yes,Yes,588.0,35.19,16.7,254.0,32.0
530099000172,2281,5300990,8401,09,12,CASTLE ROCK HIGH SCHOOL,CASTLE ROCK SCHOOL DISTRICT,COWLITZ COUNTY,5180 WESTSIDE HWY,CASTLE ROCK,WA,98611,,3605012930,31.0,Town: Fringe,No,,Yes,Yes,387.0,19.85,19.5,149.0,24.0
530099000173,3969,5300990,8401,06,08,CASTLE ROCK MIDDLE SCHOOL,CASTLE ROCK SCHOOL DISTRICT,COWLITZ COUNTY,615 FRONT AVE SW,CASTLE ROCK,WA,98611,,3605012920,31.0,Town: Fringe,No,,Yes,Yes,283.0,16.05,17.6,123.0,23.0
530771002017,2838,5307710,17001,0 KG,08,CATHARINE BLAINE K-8 SCHOOL,SEATTLE PUBLIC SCHOOLS,KING COUNTY,2550 34 AV W,SEATTLE,WA,98199,3240.0,2062521920,11.0,City: Large,No,,No,,680.0,36.42,18.7,38.0,12.0
530802001322,3305,5308020,31201,0 KG,06,CATHCART ELEMENTARY,SNOHOMISH SCHOOL DISTRICT,SNOHOMISH COUNTY,8201 188TH ST SE,SNOHOMISH,WA,98296,,3605637075,21.0,Suburb: Large,No,,Yes,No,395.0,21.92,18.0,79.0,10.0
530000300590,2691,5300003,8458,0 KG,05,CATLIN ELEMENTARY,KELSO SCHOOL DISTRICT,COWLITZ COUNTY,404 LONG AVE.,KELSO,WA,98626,,3605011550,23.0,Suburb: Small,No,,Yes,Yes,277.0,17.65,15.7,197.0,22.0
530420003190,5099,5304200,31004,08,09,CAVELERO MID HIGH SCHOOL,LAKE STEVENS SCHOOL DISTRICT,SNOHOMISH COUNTY,8220 24TH ST SE,LAKE STEVENS,WA,98258,,4253351630,22.0,Suburb: Midsize,No,,No,,1275.0,58.5,21.8,258.0,111.0
530816001346,3680,5308160,18402,07,09,CEDAR HEIGHTS JH,SOUTH KITSAP SCHOOL DISTRICT,KITSAP COUNTY,2220 POTTERY AVE,PORT ORCHARD,WA,98366,2099.0,3608746020,22.0,Suburb: Midsize,No,,Yes,Yes,699.0,30.43,23.0,236.0,71.0
530396001142,4440,5303960,17415,07,08,CEDAR HEIGHTS MIDDLE SCHOOL,KENT SCHOOL DISTRICT,KING COUNTY,19640 SE 272ND STREET,KENT,WA,98042,8553.0,2533737620,21.0,Suburb: Large,No,,Yes,Yes,646.0,29.06,22.2,202.0,74.0
530876001515,3937,5308760,17409,06,07,CEDAR RIVER MIDDLE SCHOOL,TAHOMA SCHOOL DISTRICT,KING COUNTY,22615 SWEENEY ROAD SE,MAPLE VALLEY,WA,98038,6416.0,4254135400,21.0,Suburb: Large,No,,Yes,No,638.0,29.35,21.7,80.0,36.0
530240000333,3409,5302400,31015,0 KG,08,CEDAR VALLEY COMMUNITY SCHOOL,EDMONDS SCHOOL DISTRICT,SNOHOMISH COUNTY,19200 56TH AVE W,LYNNWOOD,WA,98036,,4254317390,21.0,Suburb: Large,No,,Yes,Yes,419.0,28.78,14.6,238.0,34.0
530396000612,3676,5303960,17415,0 KG,06,CEDAR VALLEY ELEMENTARY SCHOOL,KENT SCHOOL DISTRICT,KING COUNTY,26500 TIMBERLANE WAY SE,KENT,WA,98042,8404.0,2533737649,21.0,Suburb: Large,No,,Yes,Yes,303.0,23.0,13.2,145.0,32.0
530240000334,3304,5302400,31015,0 KG,06,CEDAR WAY ELEMENTARY,EDMONDS SCHOOL DISTRICT,SNOHOMISH COUNTY,22222 39TH AVE W,MTLK TERRACE,WA,98043,4299.0,4254317864,21.0,Suburb: Large,No,,Yes,No,448.0,25.28,17.7,117.0,14.0
530267002431,4382,5302670,31002,-1 PK,05,CEDAR WOOD ELEMENTARY,EVERETT SCHOOL DISTRICT,SNOHOMISH COUNTY,3414 168TH ST. SE,BOTHELL,WA,98012,6012.0,4253857700,21.0,Suburb: Large,No,,No,,635.0,34.99,18.1,60.0,13.0
530456000716,3524,5304560,17407,09,12,CEDARCREST HIGH SCHOOL,RIVERVIEW SCHOOL DISTRICT,KING COUNTY,29000 NE 150TH ST,DUVALL,WA,98019,8519.0,4258444800,21.0,Suburb: Large,No,,No,,970.0,43.57,22.3,140.0,27.0
530048001819,4186,5300480,27403,06,12,CEDARCREST MIDDLE SCHOOL,BETHEL SCHOOL DISTRICT,PIERCE COUNTY,19120 13TH AVE CT E,SPANAWAY,WA,98387,7924.0,2536837500,21.0,Suburb: Large,No,,Yes,Yes,627.0,32.39,19.4,299.0,117.0
530486002425,4357,5304860,31025,06,08,CEDARCREST SCHOOL,MARYSVILLE SCHOOL DISTRICT,SNOHOMISH COUNTY,6400 88TH ST NE,MARYSVILLE,WA,98270,3498.0,3606530850,22.0,Suburb: Midsize,No,,Yes,Yes,906.0,42.56,21.3,354.0,104.0
530834002596,4513,5308340,31401,0 KG,05,CEDARHOME ELEMENTARY SCHOOL,STANWOOD-CAMANO SCHOOL DISTRICT,SNOHOMISH COUNTY,27911 68TH AVE NW,STANWOOD,WA,98292,430.0,3606291280,31.0,Town: Fringe,No,,No,,528.0,27.0,19.6,99.0,30.0
530354000523,2926,5303540,17401,-1 PK,06,CEDARHURST ELEMENTARY,HIGHLINE SCHOOL DISTRICT,KING COUNTY,611 S 132ND ST,BURIEN,WA,98168,2764.0,2066313600,21.0,Suburb: Large,No,,Yes,Yes,737.0,42.64,17.3,382.0,61.0
530048002250,4331,5300480,27403,-1 PK,06,CENTENNIAL ELEMENTARY BETHEL,BETHEL SCHOOL DISTRICT,PIERCE COUNTY,24323 54TH AVE E,GRAHAM,WA,98338,9549.0,2536837700,21.0,Suburb: Large,No,,Yes,Yes,472.0,34.19,13.8,253.0,54.0
530618002334,4367,5306180,34111,0 KG,05,CENTENNIAL ELEMENTARY OLYMPIA,OLYMPIA SCHOOL DISTRICT,THURSTON COUNTY,2637 45TH AVE SE,OLYMPIA,WA,98501,4864.0,3605968300,22.0,Suburb: Midsize,No,,No,,530.0,29.23,18.1,70.0,25.0
530540002262,4329,5305400,29320,0 KG,06,CENTENNIAL ELEMENTARY SCHOOL MT VERNON,MOUNT VERNON SCHOOL DISTRICT,SKAGIT COUNTY,3100 MARTIN RD,MOUNT VERNON,WA,98273,8612.0,3604286138,13.0,City: Small,No,,Yes,Yes,573.0,36.95,15.5,439.0,38.0
530802000540,4395,5308020,31201,07,08,CENTENNIAL MIDDLE SCHOOL,SNOHOMISH SCHOOL DISTRICT,SNOHOMISH COUNTY,3000 SOUTH MACHIAS ROAD,SNOHOMISH,WA,98290,,3605634525,22.0,Suburb: Midsize,No,,Yes,No,770.0,34.09,22.6,191.0,55.0
530969001645,3538,5309690,32363,06,08,CENTENNIAL MIDDLE SCHOOL,WEST VALLEY SCHOOL DISTRICT (SPOKANE),SPOKANE COUNTY,915 N ELLA RD,SPOKANE,WA,99212,,5099225482,13.0,City: Small,No,,Yes,Yes,650.0,33.56,19.4,293.0,77.0
530105000175,2251,5301050,20215,0 KG,08,CENTERVILLE ELEMENTARY,CENTERVILLE SCHOOL DISTRICT,KLICKITAT COUNTY,2315 CENTERVILLE HWY,CENTERVILLE,WA,98613,3021.0,5097734893,42.0,Rural: Distant,No,,Yes,Yes,81.0,5.0,16.2,17.0,11.0
530294000471,2398,5302940,27402,0 KG,05,CENTRAL AVENUE ELEMENTARY,FRANKLIN PIERCE SCHOOL DISTRICT,PIERCE COUNTY,4505 104TH STREET E,TACOMA,WA,98446,5239.0,2535359886,21.0,Suburb: Large,No,,Yes,Yes,435.0,29.13,14.9,243.0,15.0
530039003434,5281,5300390,17405,-1 PK,13,CENTRAL EDUCATIONAL SERVICES,BELLEVUE SCHOOL DISTRICT,KING COUNTY,P.O. BOX 90010,BELLEVUE,WA,98009,9010.0,4254564149,12.0,City: Midsize,No,,No,,89.0,,,16.0,3.0
530285000458,2458,5302850,37502,-1 PK,06,CENTRAL ELEMENTARY,FERNDALE SCHOOL DISTRICT,WHATCOM COUNTY,P.O. BOX 187,FERNDALE,WA,98248,68.0,3603839600,22.0,Suburb: Midsize,No,,Yes,Yes,336.0,21.63,15.5,171.0,28.0
530802001323,2446,5308020,31201,-1 PK,03,CENTRAL ELEMENTARY,SNOHOMISH SCHOOL DISTRICT,SNOHOMISH COUNTY,221 UNION AVENUE,SNOHOMISH,WA,98290,,3605634600,22.0,Suburb: Midsize,No,,Yes,Yes,284.0,16.37,17.3,130.0,9.0
530774000141,2380,5307740,29101,0 KG,06,CENTRAL ELEMENTARY SCHOOL,SEDRO-WOOLLEY SCHOOL DISTRICT,SKAGIT COUNTY,601 TALCOTT STREET,SEDRO-WOOLLEY,WA,98284,1729.0,3608553560,23.0,Suburb: Small,No,,Yes,Yes,416.0,26.55,15.7,249.0,34.0
530366000562,2972,5303660,14028,02,06,CENTRAL ELEMENTARY SCHOOL,HOQUIAM SCHOOL DISTRICT,GRAYS HARBOR COUNTY,310 SIMPSON AVENUE,HOQUIAM,WA,98550,2402.0,3605388230,33.0,Town: Remote,No,,Yes,Yes,238.0,19.1,12.5,151.0,21.0
530108000177,2615,5301080,18401,09,12,CENTRAL KITSAP HIGH SCHOOL,CENTRAL KITSAP SCHOOL DISTRICT,KITSAP COUNTY,3700 NW ANDERSON HILL ROAD,SILVERDALE,WA,98383,8.0,3606622400,13.0,City: Small,No,,No,,1514.0,67.23,22.5,215.0,96.0
530108000178,3237,5301080,18401,07,09,CENTRAL KITSAP JUNIOR HIGH,CENTRAL KITSAP SCHOOL DISTRICT,KITSAP COUNTY,10130 FRONTIER PLACE NW,SILVERDALE,WA,98383,8.0,3606622300,13.0,City: Small,No,,No,,454.0,22.9,19.8,73.0,30.0
530003000005,3216,5300030,14005,0 KG,06,CENTRAL PARK ELEMENTARY,ABERDEEN SCHOOL DISTRICT,GRAYS HARBOR COUNTY,601 SCHOOL ROAD,ABERDEEN,WA,98520,7999.0,3605382171,33.0,Town: Remote,No,,Yes,Yes,174.0,11.24,15.5,63.0,21.0
530111000191,3065,5301110,32356,09,12,CENTRAL VALLEY HIGH SCHOOL,CENTRAL VALLEY SCHOOL DISTRICT,SPOKANE COUNTY,821 S SULLIVAN ROAD,SPOKANE VALLEY,WA,99037,9736.0,5092285100,13.0,City: Small,No,,No,,2000.0,92.6,21.6,494.0,162.0
530111003075,5068,5301110,32356,0 KG,0 KG,CENTRAL VALLEY KINDERGARTEN CENTER,CENTRAL VALLEY SCHOOL DISTRICT,SPOKANE COUNTY,1512 N BARKER ROAD,SPOKANE VALLEY,WA,99016,,5092285380,13.0,City: Small,No,,No,,237.0,9.3,25.5,21.0,11.0
530114000206,2166,5301140,21401,09,12,CENTRALIA HIGH SCHOOL,CENTRALIA SCHOOL DISTRICT,LEWIS COUNTY,813 ESHOM ROAD,CENTRALIA,WA,98531,1515.0,3603307605,41.0,Rural: Fringe,No,,Yes,Yes,1088.0,53.95,20.2,589.0,79.0
530114000205,3240,5301140,21401,05,12,CENTRALIA MIDDLE SCHOOL,CENTRALIA SCHOOL DISTRICT,LEWIS COUNTY,901 JOHNSON ROAD,CENTRALIA,WA,98531,1429.0,3603307619,32.0,Town: Distant,No,,Yes,Yes,540.0,28.4,19.0,347.0,42.0
530513002316,4362,5305130,31103,-1 PK,05,CHAIN LAKE ELEMENTARY SCHOOL,MONROE SCHOOL DISTRICT,SNOHOMISH COUNTY,12125 CHAIN LAKE RD.,SNOHOMISH,WA,98290,3626.0,3608043100,41.0,Rural: Fringe,No,,No,,577.0,33.14,17.4,90.0,35.0
530240001189,1520,5302400,31015,0 KG,06,CHALLENGE ELEMENTARY,EDMONDS SCHOOL DISTRICT,SNOHOMISH COUNTY,5409 228TH ST SW,MTLK TERRACE,WA,98043,5251.0,4254317157,21.0,Suburb: Large,No,,No,,293.0,16.07,18.2,18.0,3.0
530375002214,4300,5303750,17411,0 KG,05,CHALLENGER ELEMENTARY,ISSAQUAH SCHOOL DISTRICT,KING COUNTY,25200 SE KLAHANIE BLVD,ISSAQUAH,WA,98029,5763.0,4258377550,21.0,Suburb: Large,No,,No,,605.0,35.28,17.1,19.0,10.0
530543002128,4303,5305430,31006,-1 PK,05,CHALLENGER ELEMENTARY,MUKILTEO SCHOOL DISTRICT,SNOHOMISH COUNTY,9600 HOLLY DRIVE,EVRETT,WA,98204,2678.0,4253662500,12.0,City: Midsize,No,,Yes,Yes,818.0,48.25,17.0,484.0,81.0
530048002200,1510,5300480,27403,05,13,CHALLENGER HIGH SCHOOL,BETHEL SCHOOL DISTRICT,PIERCE COUNTY,18020 B ST E,SPANAWAY,WA,98387,8321.0,2536836800,21.0,Suburb: Large,No,,Yes,Yes,317.0,14.0,22.6,187.0,26.0
530918001552,3792,5309180,27083,0 KG,04,CHAMBERS ELEMENTARY,UNIVERSITY PLACE SCHOOL DISTRICT,PIERCE COUNTY,9101 56TH AVE W,UNIVERSITY PLA,WA,98467,1506.0,2535665650,21.0,Suburb: Large,No,,Yes,No,422.0,31.11,13.6,148.0,32.0
530585003308,5167,5305850,34003,0 KG,06,CHAMBERS PRAIRIE ELEMENTARY SCHOOL,NORTH THURSTON PUBLIC SCHOOLS,THURSTON COUNTY,6501 VIRGINIA ST SE,LACEY,WA,98513,,3604124400,22.0,Suburb: Midsize,No,,Yes,Yes,559.0,33.85,16.5,256.0,65.0
530132000234,2299,5301320,2250,09,12,CHARLES FRANCIS ADAMS HIGH SCHOOL,CLARKSTON SCHOOL DISTRICT,ASOTIN COUNTY,401 CHESTNUT ST,CLARKSTON,WA,99403,2673.0,5097585591,23.0,Suburb: Small,No,,Yes,Yes,775.0,39.86,19.4,307.0,66.0
530240000335,3534,5302400,31015,0 KG,06,CHASE LAKE ELEMENTARY,EDMONDS SCHOOL DISTRICT,SNOHOMISH COUNTY,21603 84TH AVE W,EDMONDS,WA,98020,6299.0,4254317495,21.0,Suburb: Large,No,,Yes,Yes,374.0,25.56,14.6,149.0,24.0
530825001732,4457,5308250,32081,07,08,CHASE MIDDLE SCHOOL,SPOKANE SCHOOL DISTRICT,SPOKANE COUNTY,4747 E 37TH AVE,SPOKANE,WA,99223,1206.0,5093545000,12.0,City: Midsize,No,,Yes,Yes,757.0,40.19,18.8,329.0,69.0
530744001112,2525,5307440,32416,-1 PK,05,CHATTAROY ELEMENTARY,RIVERSIDE SCHOOL DISTRICT,SPOKANE COUNTY,25717 N. YALE RD.,CHATTAROY,WA,99003,9643.0,5094648252,41.0,Rural: Fringe,No,,Yes,Yes,249.0,16.05,15.5,127.0,22.0
530810001336,2804,5308100,25118,0 KG,06,CHAUNCEY DAVIS ELEMENTARY,SOUTH BEND SCHOOL DISTRICT,PACIFIC COUNTY,PO BOX 437,SOUTH BEND,WA,98586,437.0,3608755615,33.0,Town: Remote,No,,Yes,Yes,326.0,21.58,15.1,197.0,29.0
530930001394,4468,5309300,17402,-1 PK,05,CHAUTAUQUA ELEMENTARY,VASHON ISLAND SCHOOL DISTRICT,KING COUNTY,9309 SW CEMETERY RD,VASHON,WA,98070,6105.0,2064632882,41.0,Rural: Fringe,No,,Yes,No,539.0,36.76,14.7,112.0,30.0
530117002252,4311,5301170,21302,06,08,CHEHALIS MIDDLE SCHOOL,CHEHALIS SCHOOL DISTRICT,LEWIS COUNTY,1060 SW 20TH STREET,CHEHALIS,WA,98532,3809.0,3608077230,32.0,Town: Distant,No,,Yes,Yes,642.0,30.1,21.3,278.0,49.0
530966002706,1802,5309660,4246,0 KG,12,CHELAN COUNTY JUVENILE DETENTION CENTER,WENATCHEE SCHOOL DISTRICT,CHELAN COUNTY,316 WASHINGTON ST,WENATCHEE,WA,98801,,5096645552,13.0,City: Small,No,,No,,9.0,0.6,15.0,6.0,0.0
530120002058,4260,5301200,4129,09,12,CHELAN HIGH SCHOOL,LAKE CHELAN SCHOOL DISTRICT,CHELAN COUNTY,PO BOX 369,CHELAN,WA,98816,369.0,5096824061,41.0,Rural: Fringe,No,,Yes,Yes,419.0,22.53,18.6,198.0,55.0
530120000218,2317,5301200,4129,06,08,CHELAN MIDDLE SCHOOL,LAKE CHELAN SCHOOL DISTRICT,CHELAN COUNTY,PO BOX 369,CHELAN,WA,98816,369.0,5096824073,41.0,Rural: Fringe,No,,Yes,Yes,352.0,18.5,19.0,185.0,43.0
530123000223,3610,5301230,32360,09,12,CHENEY HIGH SCHOOL,CHENEY SCHOOL DISTRICT,SPOKANE COUNTY,460 N SIXTH ST,CHENEY,WA,99004,2297.0,5095594000,31.0,Town: Fringe,No,,Yes,Yes,1246.0,59.77,20.8,441.0,102.0
530123000224,2447,5301230,32360,06,08,CHENEY MIDDLE SCHOOL,CHENEY SCHOOL DISTRICT,SPOKANE COUNTY,740 BETZ,CHENEY,WA,99004,2181.0,5095594400,31.0,Town: Fringe,No,,Yes,Yes,488.0,26.28,18.6,208.0,55.0
530039000063,3742,5300390,17405,0 KG,05,CHERRY CREST ELEMENTARY SCHOOL,BELLEVUE SCHOOL DISTRICT,KING COUNTY,12400 N.E. 32ND ST.,BELLEVUE,WA,98005,1610.0,4254564900,12.0,City: Midsize,No,,No,,573.0,36.62,15.6,13.0,5.0
530456000715,3101,5304560,17407,0 KG,05,CHERRY VALLEY ELEMENTARY SCHOOL,RIVERVIEW SCHOOL DISTRICT,KING COUNTY,26701 NE CHERRY VALLEY RD,DUVALL,WA,98019,8618.0,4258444750,21.0,Suburb: Large,No,,Yes,No,502.0,30.2,16.6,74.0,12.0
530846001429,3446,5308460,27001,0 KG,03,CHERRYDALE ELEMENTARY,STEILACOOM HIST. SCHOOL DISTRICT,PIERCE COUNTY,1201 GALLOWAY,STEILACOOM,WA,98388,,2539832570,21.0,Suburb: Large,No,,Yes,Yes,317.0,18.5,17.1,85.0,23.0
530111000192,3929,5301110,32356,-1 PK,05,CHESTER ELEMENTARY SCHOOL,CENTRAL VALLEY SCHOOL DISTRICT,SPOKANE COUNTY,3525 S PINES ROAD,SPOKANE VALLEY,WA,99206,5930.0,5092284150,13.0,City: Small,No,,No,,341.0,22.55,15.1,60.0,16.0
530048000121,3649,5300480,27403,-1 PK,06,CHESTER H THOMPSON ELEMENTARY,BETHEL SCHOOL DISTRICT,PIERCE COUNTY,303 159TH ST E,TACOMA,WA,98445,1199.0,2536835800,21.0,Suburb: Large,No,,Yes,Yes,524.0,39.31,13.3,321.0,80.0
530126002601,1709,5301260,33036,08,12,CHEWELAH ALTERNATIVE,CHEWELAH SCHOOL DISTRICT,STEVENS COUNTY,PO BOX 1099,CHEWELAH,WA,99109,47.0,5096856800,43.0,Rural: Remote,No,,Yes,Yes,8.0,0.13,61.5,,
530657003292,5164,5306570,11001,09,12,CHIAWANA HIGH SCHOOL,PASCO SCHOOL DISTRICT,FRANKLIN COUNTY,8125 W ARGENT RD,PASCO,WA,99301,,5095436786,22.0,Suburb: Midsize,No,,Yes,Yes,2393.0,115.62,20.7,1399.0,201.0
530732001250,2785,5307320,3400,06,08,CHIEF JOSEPH MIDDLE SCHOOL,RICHLAND SCHOOL DISTRICT,BENTON COUNTY,504 WILSON,RICHLAND,WA,99352,2973.0,5099676401,13.0,City: Small,No,,Yes,Yes,724.0,34.49,21.0,348.0,58.0
530867001450,4000,5308670,39201,-1 PK,06,CHIEF KAMIAKIN ELEMENTARY SCHOOL,SUNNYSIDE SCHOOL DISTRICT,YAKIMA COUNTY,1110 S. 6TH STREET,SUNNYSIDE,WA,98944,2197.0,5098376444,32.0,Town: Distant,No,,Yes,Yes,782.0,51.51,15.2,775.0,0.0
530804002439,4397,5308040,17410,06,08,CHIEF KANIM MIDDLE SCHOOL,SNOQUALMIE VALLEY SCHOOL DISTRICT,KING COUNTY,BOX 639,FALL CITY,WA,98024,8741.0,4258318225,21.0,Suburb: Large,No,,No,,730.0,35.98,20.3,58.0,16.0
530032803493,5319,5300328,18902,0 KG,12,CHIEF KITSAP ACADEMY,SUQUAMISH TRIBAL EDUCATION DEPARTMENT,KITSAP COUNTY,15838 SANDY HOOK RD,POULSBO,WA,98370,,3603948689,22.0,Suburb: Midsize,No,,Yes,Yes,76.0,10.0,7.6,18.0,12.0
530522000785,3022,5305220,13161,06,08,CHIEF MOSES MIDDLE SCHOOL,MOSES LAKE SCHOOL DISTRICT,GRANT COUNTY,1111 E NELSON ROAD,MOSES LAKE,WA,98837,2361.0,5097662661,33.0,Town: Remote,No,,Yes,Yes,882.0,44.0,20.0,432.0,103.0
530771001149,3096,5307710,17001,09,12,CHIEF SEALTH INTERNATIONAL HIGH SCHOOL,SEATTLE PUBLIC SCHOOLS,KING COUNTY,2600 SW THISTLE,SEATTLE,WA,98126,3748.0,2062528550,11.0,City: Large,No,,Yes,Yes,1221.0,64.6,18.9,578.0,133.0
530038003262,5133,5300380,6119,05,08,CHIEF UMTUCH MIDDLE,BATTLE GROUND SCHOOL DISTRICT,CLARK COUNTY,PO BOX 200,BATTLE GROUND,WA,98604,,3608856350,21.0,Suburb: Large,No,,Yes,No,593.0,39.0,15.2,187.0,65.0
530228003111,1937,5302280,32361,-1 PK,-1 PK,CHILDREN FIRST,EAST VALLEY SCHOOL DISTRICT (SPOKANE),SPOKANE COUNTY,12325 E GRACE AVE,SPOKANE VALLEY,WA,99216,1619.0,5099241830,13.0,City: Small,No,,No,,39.0,,,19.0,0.0
530537003179,5083,5305370,39090,-1 PK,-1 PK,CHILDREN'S VILLAGE,EAST VALLEY SCHOOL DISTRICT (YAKIMA),YAKIMA COUNTY,PO BOX 69,MOXEE,WA,98936,,5095737720,22.0,Suburb: Midsize,No,,,,0.0,,,0.0,0.0
530972003173,5096,5309720,39208,-1 PK,-1 PK,CHILDREN'S VILLAGE,WEST VALLEY SCHOOL DISTRICT (YAKIMA),YAKIMA COUNTY,3801 KERN ROAD,YAKIMA,WA,98902,6340.0,5099652080,13.0,City: Small,No,,No,,24.0,,,0.0,0.0
530129002790,4552,5301290,16049,0 KG,02,CHIMACUM CREEK PRIMARY SCHOOL,CHIMACUM SCHOOL DISTRICT,JEFFERSON COUNTY,313 NESS CORNER RD,PORT HADLOCK,WA,98339,9435.0,3603443270,32.0,Town: Distant,No,,Yes,Yes,229.0,14.45,15.8,108.0,21.0
530129000232,2697,5301290,16049,03,05,CHIMACUM ELEMENTARY SCHOOL,CHIMACUM SCHOOL DISTRICT,JEFFERSON COUNTY,PO BOX 278,CHIMACUM,WA,98325,278.0,3607324471,41.0,Rural: Fringe,No,,Yes,No,208.0,16.46,12.6,103.0,23.0
530129000233,3275,5301290,16049,09,12,CHIMACUM HIGH SCHOOL,CHIMACUM SCHOOL DISTRICT,JEFFERSON COUNTY,PO BOX 278,CHIMACUM,WA,98325,278.0,3607324481,41.0,Rural: Fringe,No,,No,,335.0,14.74,22.7,107.0,45.0
530129002059,4261,5301290,16049,06,08,CHIMACUM MIDDLE SCHOOL,CHIMACUM SCHOOL DISTRICT,JEFFERSON COUNTY,PO BOX 278,CHIMACUM,WA,98325,278.0,3607324219,41.0,Rural: Fringe,No,,Yes,No,224.0,10.72,20.9,86.0,36.0
530030000034,3439,5300300,17408,-1 PK,05,CHINOOK ELEMENTARY SCHOOL,AUBURN SCHOOL DISTRICT,KING COUNTY,3502 AUBURN WAY S,AUBURN,WA,98092,7221.0,2539314980,13.0,City: Small,No,,Yes,Yes,389.0,29.88,13.0,230.0,37.0
530927000572,4405,5309270,6037,0 KG,05,CHINOOK ELEMENTARY SCHOOL,VANCOUVER SCHOOL DISTRICT,CLARK COUNTY,1900 NW BLISS RD,VANCOUVER,WA,98685,1824.0,3603131600,21.0,Suburb: Large,No,,No,,724.0,37.97,19.1,132.0,25.0
530585000862,3361,5305850,34003,06,08,CHINOOK MIDDLE SCHOOL,NORTH THURSTON PUBLIC SCHOOLS,THURSTON COUNTY,4301 6TH AVE NE,LACEY,WA,98516,6398.0,3604124760,22.0,Suburb: Midsize,No,,Yes,Yes,1000.0,45.79,21.8,366.0,103.0
530039000064,3338,5300390,17405,06,08,CHINOOK MIDDLE SCHOOL,BELLEVUE SCHOOL DISTRICT,KING COUNTY,2001 98TH AVE NE,BELLEVUE,WA,98006,2630.0,4254566300,21.0,Suburb: Large,No,,No,,1026.0,49.85,20.6,100.0,32.0
530354000524,3098,5303540,17401,07,08,CHINOOK MIDDLE SCHOOL,HIGHLINE SCHOOL DISTRICT,KING COUNTY,18650 42ND AVE S,SEATAC,WA,98188,5012.0,2066315700,21.0,Suburb: Large,No,,Yes,Yes,634.0,33.18,19.1,428.0,60.0
530846002879,4562,5308460,27001,0 KG,05,CHLOE CLARK ELEMENTARY,STEILACOOM HIST. SCHOOL DISTRICT,PIERCE COUNTY,1700 PALISADE BOULEVARD,DUPONT,WA,98327,,2535837100,21.0,Suburb: Large,No,,No,,567.0,28.73,19.7,42.0,18.0
530456003375,5244,5304560,17407,07,10,CHOICE,RIVERVIEW SCHOOL DISTRICT,KING COUNTY,32302 NE 50TH ST,CARNATION,WA,98014,,4258444960,21.0,Suburb: Large,No,,Yes,Yes,9.0,1.4,6.4,5.0,3.0
